bodypart,Modality,Laterality,RecID,Recommendable
Female Genital Tract,US,Bilateral,6566,US Pelvis
Female Genital Tract,US,Left,6566,US Pelvis
Female Genital Tract,US,Right,6566,US Pelvis
Female Genital Tract,US,Unilateral,6566,US Pelvis
Female Genital Tract,US,Unspecified,6566,US Pelvis
Female Genital Tract,US • Transcranial,Bilateral,6566,US Pelvis
Female Genital Tract,US • Transcranial,Left,6566,US Pelvis
Female Genital Tract,US • Transcranial,Right,6566,US Pelvis
Female Genital Tract,US • Transcranial,Unilateral,6566,US Pelvis
Female Genital Tract,US • Transcranial,Unspecified,6566,US Pelvis
Female Genital Tract,US • Transrectal,Bilateral,6566,US Pelvis
Female Genital Tract,US • Transrectal,Left,6566,US Pelvis
Female Genital Tract,US • Transrectal,Right,6566,US Pelvis
Female Genital Tract,US • Transrectal,Unilateral,6566,US Pelvis
Female Genital Tract,US • Transrectal,Unspecified,6566,US Pelvis
Female Genital Tract,X-Ray - Dental,Bilateral,6566,US Pelvis
Female Genital Tract,X-Ray - Dental,Left,6566,US Pelvis
Female Genital Tract,X-Ray - Dental,Right,6566,US Pelvis
Female Genital Tract,X-Ray - Dental,Unilateral,6566,US Pelvis
Female Genital Tract,X-Ray - Dental,Unspecified,6566,US Pelvis
Female Genital Tract,X-Ray - Diskography,Bilateral,6566,US Pelvis
Female Genital Tract,X-Ray - Diskography,Left,6566,US Pelvis
Female Genital Tract,X-Ray - Diskography,Right,6566,US Pelvis
Female Genital Tract,X-Ray - Diskography,Unilateral,6566,US Pelvis
Female Genital Tract,X-Ray - Diskography,Unspecified,6566,US Pelvis
Female Genital Tract,X-Ray - Magnification,Bilateral,6566,US Pelvis
Female Genital Tract,X-Ray - Magnification,Left,6566,US Pelvis
Female Genital Tract,X-Ray - Magnification,Right,6566,US Pelvis
Female Genital Tract,X-Ray - Magnification,Unilateral,6566,US Pelvis
Female Genital Tract,X-Ray - Magnification,Unspecified,6566,US Pelvis
Female Genital Tract,X-Ray - Specimen,Bilateral,6566,US Pelvis
Female Genital Tract,X-Ray - Specimen,Left,6566,US Pelvis
Female Genital Tract,X-Ray - Specimen,Right,6566,US Pelvis
Female Genital Tract,X-Ray - Specimen,Unilateral,6566,US Pelvis
Female Genital Tract,X-Ray - Specimen,Unspecified,6566,US Pelvis
Female Genital Tract,X-Ray - Standard,Bilateral,6566,US Pelvis
Female Genital Tract,X-Ray - Standard,Left,6566,US Pelvis
Female Genital Tract,X-Ray - Standard,Right,6566,US Pelvis
Female Genital Tract,X-Ray - Standard,Unilateral,6566,US Pelvis
Female Genital Tract,X-Ray - Standard,Unspecified,6566,US Pelvis
Female Genital Tract,X-Ray - Stereoscopic,Bilateral,6566,US Pelvis
Female Genital Tract,X-Ray - Stereoscopic,Left,6566,US Pelvis
Female Genital Tract,X-Ray - Stereoscopic,Right,6566,US Pelvis
Female Genital Tract,X-Ray - Stereoscopic,Unilateral,6566,US Pelvis
Female Genital Tract,X-Ray - Stereoscopic,Unspecified,6566,US Pelvis
Female Genital Tract,X-Ray w/Fluoroscopy,Bilateral,6566,US Pelvis
Female Genital Tract,X-Ray w/Fluoroscopy,Left,6566,US Pelvis
Female Genital Tract,X-Ray w/Fluoroscopy,Right,6566,US Pelvis
Female Genital Tract,X-Ray w/Fluoroscopy,Unilateral,6566,US Pelvis
Female Genital Tract,X-Ray w/Fluoroscopy,Unspecified,6566,US Pelvis
Femur,Calcium Scoring,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,Calcium Scoring,Left,6416,CT Femur Left
Femur,Calcium Scoring,Right,6417,CT Femur Right
Femur,Calcium Scoring,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,Calcium Scoring,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,Conventional Tomography,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,Conventional Tomography,Left,6416,CT Femur Left
Femur,Conventional Tomography,Right,6417,CT Femur Right
Femur,Conventional Tomography,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,Conventional Tomography,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,CT,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,CT,Left,6416,CT Femur Left
Femur,CT,Right,6417,CT Femur Right
Femur,CT,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,CT,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,CTA,Bilateral,6457,CTA Lower Extremity Bilateral
Femur,CTA,Left,6455,CTA Lower Extremity Left
Femur,CTA,Right,6456,CTA Lower Extremity Right
Femur,CTA,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,CTA,Unspecified,6457,CTA Lower Extremity Bilateral
Femur,MR,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,MR,Left,6504,MR Femur Left
Femur,MR,Right,6505,MR Femur Right
Femur,MR,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,MR,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,MRA,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,MRA,Left,6492,MRA Lower Extremity Left
Femur,MRA,Right,6493,MRA Lower Extremity Right
Femur,MRA,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,MRA,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,MRI,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,MRI,Left,6504,MR Femur Left
Femur,MRI,Right,6505,MR Femur Right
Femur,MRI,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,MRI,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,MRI - Flow Mapping,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,MRI - Flow Mapping,Left,6504,MR Femur Left
Femur,MRI - Flow Mapping,Right,6505,MR Femur Right
Femur,MRI - Flow Mapping,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,MRI - Flow Mapping,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,MRI - Functional,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,MRI - Functional,Left,6504,MR Femur Left
Femur,MRI - Functional,Right,6505,MR Femur Right
Femur,MRI - Functional,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,MRI - Functional,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,Pelvimetry,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,Pelvimetry,Left,6608,XR Femur Left
Femur,Pelvimetry,Right,6609,XR Femur Right
Femur,Pelvimetry,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,Pelvimetry,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,Radiography,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,Radiography,Left,6608,XR Femur Left
Femur,Radiography,Right,6609,XR Femur Right
Femur,Radiography,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,Radiography,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,Spectroscopy,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,Spectroscopy,Left,6504,MR Femur Left
Femur,Spectroscopy,Right,6505,MR Femur Right
Femur,Spectroscopy,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,Spectroscopy,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,US,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,US,Left,6762,US Lower Extremity Non-Venous Left
Femur,US,Right,6761,US Lower Extremity Non-Venous Right
Femur,US,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,US,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,US - Duplex,Bilateral,6591,US Lower Extremity Venous Bilateral
Femur,US - Duplex,Left,6592,US Lower Extremity Venous Left
Femur,US - Duplex,Right,6593,US Lower Extremity Venous Right
Femur,US - Duplex,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,US - Duplex,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,US • Transcranial,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,US • Transcranial,Left,6762,US Lower Extremity Non-Venous Left
Femur,US • Transcranial,Right,6761,US Lower Extremity Non-Venous Right
Femur,US • Transcranial,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,US • Transcranial,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,US • Transrectal,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,US • Transrectal,Left,6762,US Lower Extremity Non-Venous Left
Femur,US • Transrectal,Right,6761,US Lower Extremity Non-Venous Right
Femur,US • Transrectal,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,US • Transrectal,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,US Duplex,Bilateral,6591,US Lower Extremity Venous Bilateral
Femur,US Duplex,Left,6592,US Lower Extremity Venous Left
Femur,US Duplex,Right,6593,US Lower Extremity Venous Right
Femur,US Duplex,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,US Duplex,Unspecified,6591,US Lower Extremity Venous Bilateral
Femur,Vascular Lab,Bilateral,6591,US Lower Extremity Venous Bilateral
Femur,Vascular Lab,Left,6592,US Lower Extremity Venous Left
Femur,Vascular Lab,Right,6593,US Lower Extremity Venous Right
Femur,Vascular Lab,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,Vascular Lab,Unspecified,6591,US Lower Extremity Venous Bilateral
Femur,X-Ray - Dental,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,X-Ray - Dental,Left,6608,XR Femur Left
Femur,X-Ray - Dental,Right,6609,XR Femur Right
Femur,X-Ray - Dental,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,X-Ray - Dental,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,X-Ray - Diskography,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,X-Ray - Diskography,Left,6608,XR Femur Left
Femur,X-Ray - Diskography,Right,6609,XR Femur Right
Femur,X-Ray - Diskography,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,X-Ray - Diskography,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,X-Ray - Magnification,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,X-Ray - Magnification,Left,6608,XR Femur Left
Femur,X-Ray - Magnification,Right,6609,XR Femur Right
Femur,X-Ray - Magnification,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,X-Ray - Magnification,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,X-Ray - Specimen,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,X-Ray - Specimen,Left,6608,XR Femur Left
Femur,X-Ray - Specimen,Right,6609,XR Femur Right
Femur,X-Ray - Specimen,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,X-Ray - Specimen,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,X-Ray - Standard,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,X-Ray - Standard,Left,6608,XR Femur Left
Femur,X-Ray - Standard,Right,6609,XR Femur Right
Femur,X-Ray - Standard,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,X-Ray - Standard,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,X-Ray - Stereoscopic,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,X-Ray - Stereoscopic,Left,6608,XR Femur Left
Femur,X-Ray - Stereoscopic,Right,6609,XR Femur Right
Femur,X-Ray - Stereoscopic,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,X-Ray - Stereoscopic,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,X-Ray w/Fluoroscopy,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,X-Ray w/Fluoroscopy,Left,6608,XR Femur Left
Femur,X-Ray w/Fluoroscopy,Right,6609,XR Femur Right
Femur,X-Ray w/Fluoroscopy,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Femur,X-Ray w/Fluoroscopy,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,Calcium Scoring,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,Calcium Scoring,Left,6418,CT Finger Left
Fingers,Calcium Scoring,Right,6419,CT Finger Right
Fingers,Calcium Scoring,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,Calcium Scoring,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,Conventional Tomography,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,Conventional Tomography,Left,6418,CT Finger Left
Fingers,Conventional Tomography,Right,6419,CT Finger Right
Fingers,Conventional Tomography,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,Conventional Tomography,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,CT,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,CT,Left,6418,CT Finger Left
Fingers,CT,Right,6419,CT Finger Right
Fingers,CT,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,CT,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,MR,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,MR,Left,6506,MR Finger Left
Fingers,MR,Right,6507,MR Finger Right
Fingers,MR,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,MR,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,MRI,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,MRI,Left,6506,MR Finger Left
Fingers,MRI,Right,6507,MR Finger Right
Fingers,MRI,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,MRI,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,MRI - Flow Mapping,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,MRI - Flow Mapping,Left,6506,MR Finger Left
Fingers,MRI - Flow Mapping,Right,6507,MR Finger Right
Fingers,MRI - Flow Mapping,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,MRI - Flow Mapping,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,MRI - Functional,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,MRI - Functional,Left,6506,MR Finger Left
Fingers,MRI - Functional,Right,6507,MR Finger Right
Fingers,MRI - Functional,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,MRI - Functional,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,Pelvimetry,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,Pelvimetry,Left,6610,XR Finger Left
Fingers,Pelvimetry,Right,6611,XR Finger Right
Fingers,Pelvimetry,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,Pelvimetry,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,Radiography,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,Radiography,Left,6610,XR Finger Left
Fingers,Radiography,Right,6611,XR Finger Right
Fingers,Radiography,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,Radiography,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,Spectroscopy,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,Spectroscopy,Left,6506,MR Finger Left
Fingers,Spectroscopy,Right,6507,MR Finger Right
Fingers,Spectroscopy,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,Spectroscopy,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,X-Ray - Dental,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,X-Ray - Dental,Left,6610,XR Finger Left
Fingers,X-Ray - Dental,Right,6611,XR Finger Right
Fingers,X-Ray - Dental,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,X-Ray - Dental,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,X-Ray - Diskography,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,X-Ray - Diskography,Left,6610,XR Finger Left
Fingers,X-Ray - Diskography,Right,6611,XR Finger Right
Fingers,X-Ray - Diskography,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,X-Ray - Diskography,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,X-Ray - Magnification,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,X-Ray - Magnification,Left,6610,XR Finger Left
Fingers,X-Ray - Magnification,Right,6611,XR Finger Right
Fingers,X-Ray - Magnification,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,X-Ray - Magnification,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,X-Ray - Specimen,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,X-Ray - Specimen,Left,6610,XR Finger Left
Fingers,X-Ray - Specimen,Right,6611,XR Finger Right
Fingers,X-Ray - Specimen,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,X-Ray - Specimen,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,X-Ray - Standard,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,X-Ray - Standard,Left,6610,XR Finger Left
Fingers,X-Ray - Standard,Right,6611,XR Finger Right
Fingers,X-Ray - Standard,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,X-Ray - Standard,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,X-Ray - Stereoscopic,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,X-Ray - Stereoscopic,Left,6610,XR Finger Left
Fingers,X-Ray - Stereoscopic,Right,6611,XR Finger Right
Fingers,X-Ray - Stereoscopic,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,X-Ray - Stereoscopic,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,X-Ray w/Fluoroscopy,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,X-Ray w/Fluoroscopy,Left,6610,XR Finger Left
Fingers,X-Ray w/Fluoroscopy,Right,6611,XR Finger Right
Fingers,X-Ray w/Fluoroscopy,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Fingers,X-Ray w/Fluoroscopy,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Foot,Calcium Scoring,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Foot,Calcium Scoring,Left,6420,CT Foot Left
Foot,Calcium Scoring,Right,6421,CT Foot Right
Foot,Calcium Scoring,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Foot,Calcium Scoring,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Foot,Conventional Tomography,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Foot,Conventional Tomography,Left,6420,CT Foot Left
Foot,Conventional Tomography,Right,6421,CT Foot Right
Foot,Conventional Tomography,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Foot,Conventional Tomography,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Foot,CT,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Foot,CT,Left,6420,CT Foot Left
Foot,CT,Right,6421,CT Foot Right
Foot,CT,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Foot,CT,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Foot,MR,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Foot,MR,Left,6508,MR Foot Left
Foot,MR,Right,6509,MR Foot Right
Foot,MR,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Foot,MR,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Foot,MRI,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Foot,MRI,Left,6508,MR Foot Left
Foot,MRI,Right,6509,MR Foot Right
Foot,MRI,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Foot,MRI,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Foot,MRI - Flow Mapping,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Foot,MRI - Flow Mapping,Left,6508,MR Foot Left
Foot,MRI - Flow Mapping,Right,6509,MR Foot Right
Foot,MRI - Flow Mapping,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Foot,MRI - Flow Mapping,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Foot,MRI - Functional,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Foot,MRI - Functional,Left,6508,MR Foot Left
Foot,MRI - Functional,Right,6509,MR Foot Right
Foot,MRI - Functional,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Foot,MRI - Functional,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Foot,Pelvimetry,Bilateral,6741,XR Foot Bilateral
Foot,Pelvimetry,Left,6612,XR Foot Left
Foot,Pelvimetry,Right,6613,XR Foot Right
Foot,Pelvimetry,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Foot,Pelvimetry,Unspecified,6741,XR Foot Bilateral
Foot,Radiography,Bilateral,6741,XR Foot Bilateral
Foot,Radiography,Left,6612,XR Foot Left
Foot,Radiography,Right,6613,XR Foot Right
Foot,Radiography,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Foot,Radiography,Unspecified,6741,XR Foot Bilateral
Foot,Spectroscopy,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Foot,Spectroscopy,Left,6508,MR Foot Left
Foot,Spectroscopy,Right,6509,MR Foot Right
Foot,Spectroscopy,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Foot,Spectroscopy,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
"Foot ",US,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
"Foot ",US,Left,6762,US Lower Extremity Non-Venous Left
"Foot ",US,Right,6761,US Lower Extremity Non-Venous Right
"Foot ",US,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
"Foot ",US,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
"Foot ",US • Transcranial,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
"Foot ",US • Transcranial,Left,6762,US Lower Extremity Non-Venous Left
"Foot ",US • Transcranial,Right,6761,US Lower Extremity Non-Venous Right
"Foot ",US • Transcranial,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
"Foot ",US • Transcranial,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
"Foot ",US • Transrectal,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
"Foot ",US • Transrectal,Left,6762,US Lower Extremity Non-Venous Left
"Foot ",US • Transrectal,Right,6761,US Lower Extremity Non-Venous Right
"Foot ",US • Transrectal,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
"Foot ",US • Transrectal,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Foot,X-Ray - Dental,Bilateral,6741,XR Foot Bilateral
Foot,X-Ray - Dental,Left,6612,XR Foot Left
Foot,X-Ray - Dental,Right,6613,XR Foot Right
Foot,X-Ray - Dental,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Foot,X-Ray - Dental,Unspecified,6741,XR Foot Bilateral
Foot,X-Ray - Diskography,Bilateral,6741,XR Foot Bilateral
Foot,X-Ray - Diskography,Left,6612,XR Foot Left
Foot,X-Ray - Diskography,Right,6613,XR Foot Right
Foot,X-Ray - Diskography,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Foot,X-Ray - Diskography,Unspecified,6741,XR Foot Bilateral
Foot,X-Ray - Magnification,Bilateral,6741,XR Foot Bilateral
Foot,X-Ray - Magnification,Left,6612,XR Foot Left
Foot,X-Ray - Magnification,Right,6613,XR Foot Right
Foot,X-Ray - Magnification,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Foot,X-Ray - Magnification,Unspecified,6741,XR Foot Bilateral
Foot,X-Ray - Specimen,Bilateral,6741,XR Foot Bilateral
Foot,X-Ray - Specimen,Left,6612,XR Foot Left
Foot,X-Ray - Specimen,Right,6613,XR Foot Right
Foot,X-Ray - Specimen,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Foot,X-Ray - Specimen,Unspecified,6741,XR Foot Bilateral
Foot,X-Ray - Standard,Bilateral,6741,XR Foot Bilateral
Foot,X-Ray - Standard,Left,6612,XR Foot Left
Foot,X-Ray - Standard,Right,6613,XR Foot Right
Foot,X-Ray - Standard,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Foot,X-Ray - Standard,Unspecified,6741,XR Foot Bilateral
Foot,X-Ray - Stereoscopic,Bilateral,6741,XR Foot Bilateral
Foot,X-Ray - Stereoscopic,Left,6612,XR Foot Left
Foot,X-Ray - Stereoscopic,Right,6613,XR Foot Right
Foot,X-Ray - Stereoscopic,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Foot,X-Ray - Stereoscopic,Unspecified,6741,XR Foot Bilateral
Foot,X-Ray w/Fluoroscopy,Bilateral,6741,XR Foot Bilateral
Foot,X-Ray w/Fluoroscopy,Left,6612,XR Foot Left
Foot,X-Ray w/Fluoroscopy,Right,6613,XR Foot Right
Foot,X-Ray w/Fluoroscopy,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Foot,X-Ray w/Fluoroscopy,Unspecified,6741,XR Foot Bilateral
Forearm,Calcium Scoring,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Forearm,Calcium Scoring,Left,6422,CT Forearm Left
Forearm,Calcium Scoring,Right,6423,CT Forearm Right
Forearm,Calcium Scoring,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Forearm,Calcium Scoring,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Forearm,Conventional Tomography,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Forearm,Conventional Tomography,Left,6422,CT Forearm Left
Forearm,Conventional Tomography,Right,6423,CT Forearm Right
Forearm,Conventional Tomography,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Forearm,Conventional Tomography,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
Forearm,CT,Bilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Forearm,CT,Left,6422,CT Forearm Left
Forearm,CT,Right,6423,CT Forearm Right
Forearm,CT,Unilateral,6307,Recommendation for Additional Imaging - Laterality Unspecified
Forearm,CT,Unspecified,6307,Recommendation for Additional Imaging - Laterality Unspecified
